Backends;URL;Timestamp;Response Time (ms);HTTP Code;Reason;Valid;Body Size (bytes)
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/.well-known/openeo;1750260688.594043;362.63;200;OK;True;318
eodc;https://openeo.eodc.eu/.well-known/openeo;1750260688.594043;238.62;200;OK;True;188
openeo-platform;https://openeocloud.vito.be/.well-known/openeo;1750260688.594043;104.56;200;OK;True;285
vito;https://openeo.vito.be/.well-known/openeo;1750260688.594043;95.9;200;OK;True;270
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo;1750260688.594043;204.09;200;OK;True;3349
eodc;https://openeo.eodc.eu/openeo/1.2.0;1750260688.594043;196.1;200;OK;True;3332
openeo-platform;https://openeocloud.vito.be/openeo/1.2;1750260688.594043;604.6;200;OK;True;3790
vito;https://openeo.vito.be/openeo;1750260688.594043;132.91;200;OK;True;3487
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo/processes;1750260688.594043;1090.98;200;OK;True;1169130
eodc;https://openeo.eodc.eu/openeo/1.2.0/processes;1750260688.594043;415.7;200;OK;True;344516
openeo-platform;https://openeocloud.vito.be/openeo/1.2/processes;1750260688.594043;231.99;200;OK;True;340380
vito;https://openeo.vito.be/openeo/processes;1750260688.594043;299.46;200;OK;True;1176966
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/openeo/collections;1750260688.594043;212.18;200;OK;True;39327
eodc;https://openeo.eodc.eu/openeo/1.2.0/collections;1750260688.594043;475.27;200;OK;True;157154
openeo-platform;https://openeocloud.vito.be/openeo/1.2/collections;1750260688.594043;192.1;200;OK;True;310810
vito;https://openeo.vito.be/openeo/collections;1750260688.594043;1218.93;200;OK;True;184045
copernicus-dataspace;https://openeo.dataspace.copernicus.eu/.well-known/openeo;1750260728.858297;147.45;200;OK;True;318
eodc;https://openeo.eodc.eu/.well-known/openeo;1750260728.858297;199.71;200;OK;True;188
openeo-platform;https://openeocloud.vito.be/.well-known/openeo;1750260728.858297;106.75;200;OK;True;285
vito;https://openeo.vito.be/.well-known/openeo;1750260728.858297;106.68;200;OK;True;270
